id,original_text,appeal_text,lemmatized,category,is_escalated,sentiment,urgency
461,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по другой просить разобраться на высокий уровень,Другое,True,negative,high
462,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
463,Ситуация критичная. По общежитие и проживание ничего не решается уже долгое время.,Ситуация критичная. По общежитие и проживание ничего не решается уже долгое время.,ситуация критичный по общежитие и проживание ничто не решаться уже долгий время,Общежитие и проживание,True,negative,high
464,"Обращался多次, но проблему по преподаватели и качество обучения так и не решили.","Обращался多次, но проблему по преподаватели и качество обучения так и не решили.",обращался多次 но проблема по преподаватель и качество обучение так и не решить,Преподаватели и качество обучения,True,negative,high
465,"Здравствуйте, у меня вопрос по поступление и приёмная комиссия.","Здравствуйте, у меня вопрос по поступление и приёмная комиссия.",здравствовать у я вопрос по поступление и приемный комиссия,Поступление и приёмная комиссия,False,neutral,medium
466,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
467,"Здравствуйте, у меня вопрос по другое.","Здравствуйте, у меня вопрос по другое.",здравствовать у я вопрос по другой,Другое,False,neutral,medium
468,"Здравствуйте, у меня вопрос по расписание.","Здравствуйте, у меня вопрос по расписание.",здравствовать у я вопрос по расписание,Расписание,False,neutral,medium
469,"Обращался多次, но проблему по оплата и финансы так и не решили.","Обращался多次, но проблему по оплата и финансы так и не решили.",обращался多次 но проблема по оплата и финансы так и не решить,Оплата и финансы,True,negative,high
470,Это недопустимо! Требую реакции руководства по вопросу расписание.,Это недопустимо! Требую реакции руководства по вопросу расписание.,это недопустимый требовать реакция руководство по вопрос расписание,Расписание,True,negative,high
471,Уже третий раз не могу решить вопрос по документы и справки. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по документы и справки. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по документ и справка просить разобраться на высокий уровень,Документы и справки,True,negative,high
472,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
473,"Здравствуйте, у меня вопрос по технические проблемы.","Здравствуйте, у меня вопрос по технические проблемы.",здравствовать у я вопрос по технический проблема,Технические проблемы,False,neutral,medium
474,"Здравствуйте, у меня вопрос по общежитие и проживание.","Здравствуйте, у меня вопрос по общежитие и проживание.",здравствовать у я вопрос по общежитие и проживание,Общежитие и проживание,False,neutral,medium
475,"Здравствуйте, у меня вопрос по поступление и приёмная комиссия.","Здравствуйте, у меня вопрос по поступление и приёмная комиссия.",здравствовать у я вопрос по поступление и приемный комиссия,Поступление и приёмная комиссия,False,neutral,medium
476,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
477,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
478,"Здравствуйте, у меня вопрос по технические проблемы.","Здравствуйте, у меня вопрос по технические проблемы.",здравствовать у я вопрос по технический проблема,Технические проблемы,False,neutral,medium
479,"Здравствуйте, у меня вопрос по документы и справки.","Здравствуйте, у меня вопрос по документы и справки.",здравствовать у я вопрос по документ и справка,Документы и справки,False,neutral,medium
480,"Здравствуйте, у меня вопрос по расписание.","Здравствуйте, у меня вопрос по расписание.",здравствовать у я вопрос по расписание,Расписание,False,neutral,medium
481,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
482,Уже третий раз не могу решить вопрос по оплата и финансы. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по оплата и финансы. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по оплата и финансы просить разобраться на высокий уровень,Оплата и финансы,True,negative,high
483,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
484,"Здравствуйте, у меня вопрос по другое.","Здравствуйте, у меня вопрос по другое.",здравствовать у я вопрос по другой,Другое,False,neutral,medium
485,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
486,Ситуация критичная. По общежитие и проживание ничего не решается уже долгое время.,Ситуация критичная. По общежитие и проживание ничего не решается уже долгое время.,ситуация критичный по общежитие и проживание ничто не решаться уже долгий время,Общежитие и проживание,True,negative,high
487,"Обращался多次, но проблему по преподаватели и качество обучения так и не решили.","Обращался多次, но проблему по преподаватели и качество обучения так и не решили.",обращался多次 но проблема по преподаватель и качество обучение так и не решить,Преподаватели и качество обучения,True,negative,high
488,"Здравствуйте, у меня вопрос по поступление и приёмная комиссия.","Здравствуйте, у меня вопрос по поступление и приёмная комиссия.",здравствовать у я вопрос по поступление и приемный комиссия,Поступление и приёмная комиссия,False,neutral,medium
489,"Обращался多次, но проблему по документы и справки так и не решили.","Обращался多次, но проблему по документы и справки так и не решили.",обращался多次 но проблема по документ и справка так и не решить,Документы и справки,True,negative,high
490,Ситуация критичная. По расписание ничего не решается уже долгое время.,Ситуация критичная. По расписание ничего не решается уже долгое время.,ситуация критичный по расписание ничто не решаться уже долгий время,Расписание,True,negative,high
491,"Здравствуйте, у меня вопрос по другое.","Здравствуйте, у меня вопрос по другое.",здравствовать у я вопрос по другой,Другое,False,neutral,medium
492,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
493,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
494,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
495,"Здравствуйте, у меня вопрос по поступление и приёмная комиссия.","Здравствуйте, у меня вопрос по поступление и приёмная комиссия.",здравствовать у я вопрос по поступление и приемный комиссия,Поступление и приёмная комиссия,False,neutral,medium
496,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
497,"Здравствуйте, у меня вопрос по другое.","Здравствуйте, у меня вопрос по другое.",здравствовать у я вопрос по другой,Другое,False,neutral,medium
498,"Здравствуйте, у меня вопрос по общежитие и проживание.","Здравствуйте, у меня вопрос по общежитие и проживание.",здравствовать у я вопрос по общежитие и проживание,Общежитие и проживание,False,neutral,medium
499,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
500,Уже третий раз не могу решить вопрос по общежитие и проживание. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по общежитие и проживание. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по общежитие и проживание просить разобраться на высокий уровень,Общежитие и проживание,True,negative,high
501,Это недопустимо! Требую реакции руководства по вопросу общежитие и проживание.,Это недопустимо! Требую реакции руководства по вопросу общежитие и проживание.,это недопустимый требовать реакция руководство по вопрос общежитие и проживание,Общежитие и проживание,True,negative,high
502,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
503,"Здравствуйте, у меня вопрос по общежитие и проживание.","Здравствуйте, у меня вопрос по общежитие и проживание.",здравствовать у я вопрос по общежитие и проживание,Общежитие и проживание,False,neutral,medium
504,"Здравствуйте, у меня вопрос по технические проблемы.","Здравствуйте, у меня вопрос по технические проблемы.",здравствовать у я вопрос по технический проблема,Технические проблемы,False,neutral,medium
505,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
506,"Обращался多次, но проблему по общежитие и проживание так и не решили.","Обращался多次, но проблему по общежитие и проживание так и не решили.",обращался多次 но проблема по общежитие и проживание так и не решить,Общежитие и проживание,True,negative,high
507,Это недопустимо! Требую реакции руководства по вопросу административные вопросы.,Это недопустимо! Требую реакции руководства по вопросу административные вопросы.,это недопустимый требовать реакция руководство по вопрос административный вопрос,Административные вопросы,True,negative,high
508,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
509,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
510,"Обращался多次, но проблему по общежитие и проживание так и не решили.","Обращался多次, но проблему по общежитие и проживание так и не решили.",обращался多次 но проблема по общежитие и проживание так и не решить,Общежитие и проживание,True,negative,high
511,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
512,Ситуация критичная. По поступление и приёмная комиссия ничего не решается уже долгое время.,Ситуация критичная. По поступление и приёмная комиссия ничего не решается уже долгое время.,ситуация критичный по поступление и приемный комиссия ничто не решаться уже долгий время,Поступление и приёмная комиссия,True,negative,high
513,"Здравствуйте, у меня вопрос по расписание.","Здравствуйте, у меня вопрос по расписание.",здравствовать у я вопрос по расписание,Расписание,False,neutral,medium
514,Ситуация критичная. По оплата и финансы ничего не решается уже долгое время.,Ситуация критичная. По оплата и финансы ничего не решается уже долгое время.,ситуация критичный по оплата и финансы ничто не решаться уже долгий время,Оплата и финансы,True,negative,high
515,"Обращался多次, но проблему по оплата и финансы так и не решили.","Обращался多次, но проблему по оплата и финансы так и не решили.",обращался多次 но проблема по оплата и финансы так и не решить,Оплата и финансы,True,negative,high
516,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
517,Ситуация критичная. По документы и справки ничего не решается уже долгое время.,Ситуация критичная. По документы и справки ничего не решается уже долгое время.,ситуация критичный по документ и справка ничто не решаться уже долгий время,Документы и справки,True,negative,high
518,Уже третий раз не могу решить вопрос по технические проблемы. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по технические проблемы. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по технический проблема просить разобраться на высокий уровень,Технические проблемы,True,negative,high
519,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
520,Уже третий раз не могу решить вопрос по административные вопросы. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по административные вопросы. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по административный вопрос просить разобраться на высокий уровень,Административные вопросы,True,negative,high
521,Это недопустимо! Требую реакции руководства по вопросу другое.,Это недопустимо! Требую реакции руководства по вопросу другое.,это недопустимый требовать реакция руководство по вопрос другой,Другое,True,negative,high
522,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
523,Ситуация критичная. По расписание ничего не решается уже долгое время.,Ситуация критичная. По расписание ничего не решается уже долгое время.,ситуация критичный по расписание ничто не решаться уже долгий время,Расписание,True,negative,high
524,Это недопустимо! Требую реакции руководства по вопросу административные вопросы.,Это недопустимо! Требую реакции руководства по вопросу административные вопросы.,это недопустимый требовать реакция руководство по вопрос административный вопрос,Административные вопросы,True,negative,high
525,Уже третий раз не могу решить вопрос по оплата и финансы. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по оплата и финансы. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по оплата и финансы просить разобраться на высокий уровень,Оплата и финансы,True,negative,high
526,"Здравствуйте, у меня вопрос по расписание.","Здравствуйте, у меня вопрос по расписание.",здравствовать у я вопрос по расписание,Расписание,False,neutral,medium
527,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по другой просить разобраться на высокий уровень,Другое,True,negative,high
528,"Обращался多次, но проблему по административные вопросы так и не решили.","Обращался多次, но проблему по административные вопросы так и не решили.",обращался多次 но проблема по административный вопрос так и не решить,Административные вопросы,True,negative,high
529,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
530,"Здравствуйте, у меня вопрос по поступление и приёмная комиссия.","Здравствуйте, у меня вопрос по поступление и приёмная комиссия.",здравствовать у я вопрос по поступление и приемный комиссия,Поступление и приёмная комиссия,False,neutral,medium
531,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
532,Это недопустимо! Требую реакции руководства по вопросу оплата и финансы.,Это недопустимо! Требую реакции руководства по вопросу оплата и финансы.,это недопустимый требовать реакция руководство по вопрос оплата и финансы,Оплата и финансы,True,negative,high
533,Это недопустимо! Требую реакции руководства по вопросу технические проблемы.,Это недопустимо! Требую реакции руководства по вопросу технические проблемы.,это недопустимый требовать реакция руководство по вопрос технический проблема,Технические проблемы,True,negative,high
534,"Здравствуйте, у меня вопрос по поступление и приёмная комиссия.","Здравствуйте, у меня вопрос по поступление и приёмная комиссия.",здравствовать у я вопрос по поступление и приемный комиссия,Поступление и приёмная комиссия,False,neutral,medium
535,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
536,"Обращался多次, но проблему по другое так и не решили.","Обращался多次, но проблему по другое так и не решили.",обращался多次 но проблема по другой так и не решить,Другое,True,negative,high
537,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
538,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
539,"Здравствуйте, у меня вопрос по общежитие и проживание.","Здравствуйте, у меня вопрос по общежитие и проживание.",здравствовать у я вопрос по общежитие и проживание,Общежитие и проживание,False,neutral,medium
540,"Здравствуйте, у меня вопрос по документы и справки.","Здравствуйте, у меня вопрос по документы и справки.",здравствовать у я вопрос по документ и справка,Документы и справки,False,neutral,medium
541,Ситуация критичная. По расписание ничего не решается уже долгое время.,Ситуация критичная. По расписание ничего не решается уже долгое время.,ситуация критичный по расписание ничто не решаться уже долгий время,Расписание,True,negative,high
542,"Здравствуйте, у меня вопрос по документы и справки.","Здравствуйте, у меня вопрос по документы и справки.",здравствовать у я вопрос по документ и справка,Документы и справки,False,neutral,medium
543,Это недопустимо! Требую реакции руководства по вопросу расписание.,Это недопустимо! Требую реакции руководства по вопросу расписание.,это недопустимый требовать реакция руководство по вопрос расписание,Расписание,True,negative,high
544,Это недопустимо! Требую реакции руководства по вопросу документы и справки.,Это недопустимо! Требую реакции руководства по вопросу документы и справки.,это недопустимый требовать реакция руководство по вопрос документ и справка,Документы и справки,True,negative,high
545,"Здравствуйте, у меня вопрос по другое.","Здравствуйте, у меня вопрос по другое.",здравствовать у я вопрос по другой,Другое,False,neutral,medium
546,Уже третий раз не могу решить вопрос по преподаватели и качество обучения. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по преподаватели и качество обучения. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по преподаватель и качество обучение просить разобраться на высокий уровень,Преподаватели и качество обучения,True,negative,high
547,Это недопустимо! Требую реакции руководства по вопросу административные вопросы.,Это недопустимо! Требую реакции руководства по вопросу административные вопросы.,это недопустимый требовать реакция руководство по вопрос административный вопрос,Административные вопросы,True,negative,high
548,Ситуация критичная. По другое ничего не решается уже долгое время.,Ситуация критичная. По другое ничего не решается уже долгое время.,ситуация критичный по другой ничто не решаться уже долгий время,Другое,True,negative,high
549,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по другой просить разобраться на высокий уровень,Другое,True,negative,high
550,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
551,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
552,Уже третий раз не могу решить вопрос по поступление и приёмная комиссия. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по поступление и приёмная комиссия. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по поступление и приемный комиссия просить разобраться на высокий уровень,Поступление и приёмная комиссия,True,negative,high
553,Это недопустимо! Требую реакции руководства по вопросу оплата и финансы.,Это недопустимо! Требую реакции руководства по вопросу оплата и финансы.,это недопустимый требовать реакция руководство по вопрос оплата и финансы,Оплата и финансы,True,negative,high
554,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
555,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
556,"Здравствуйте, у меня вопрос по документы и справки.","Здравствуйте, у меня вопрос по документы и справки.",здравствовать у я вопрос по документ и справка,Документы и справки,False,neutral,medium
557,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
558,"Здравствуйте, у меня вопрос по административные вопросы.","Здравствуйте, у меня вопрос по административные вопросы.",здравствовать у я вопрос по административный вопрос,Административные вопросы,False,neutral,medium
559,"Здравствуйте, у меня вопрос по расписание.","Здравствуйте, у меня вопрос по расписание.",здравствовать у я вопрос по расписание,Расписание,False,neutral,medium
560,"Здравствуйте, у меня вопрос по документы и справки.","Здравствуйте, у меня вопрос по документы и справки.",здравствовать у я вопрос по документ и справка,Документы и справки,False,neutral,medium
561,Это недопустимо! Требую реакции руководства по вопросу расписание.,Это недопустимо! Требую реакции руководства по вопросу расписание.,это недопустимый требовать реакция руководство по вопрос расписание,Расписание,True,negative,high
562,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по другое. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по другой просить разобраться на высокий уровень,Другое,True,negative,high
563,"Здравствуйте, у меня вопрос по другое.","Здравствуйте, у меня вопрос по другое.",здравствовать у я вопрос по другой,Другое,False,neutral,medium
564,"Здравствуйте, у меня вопрос по технические проблемы.","Здравствуйте, у меня вопрос по технические проблемы.",здравствовать у я вопрос по технический проблема,Технические проблемы,False,neutral,medium
565,Уже третий раз не могу решить вопрос по поступление и приёмная комиссия. Прошу разобраться на высшем уровне.,Уже третий раз не могу решить вопрос по поступление и приёмная комиссия. Прошу разобраться на высшем уровне.,уже третий раз не мочь решить вопрос по поступление и приемный комиссия просить разобраться на высокий уровень,Поступление и приёмная комиссия,True,negative,high
566,"Обращался多次, но проблему по другое так и не решили.","Обращался多次, но проблему по другое так и не решили.",обращался多次 но проблема по другой так и не решить,Другое,True,negative,high
567,"Здравствуйте, у меня вопрос по преподаватели и качество обучения.","Здравствуйте, у меня вопрос по преподаватели и качество обучения.",здравствовать у я вопрос по преподаватель и качество обучение,Преподаватели и качество обучения,False,neutral,medium
568,"Здравствуйте, у меня вопрос по оплата и финансы.","Здравствуйте, у меня вопрос по оплата и финансы.",здравствовать у я вопрос по оплата и финансы,Оплата и финансы,False,neutral,medium
